commit,refactoring type,description,tool,validation,note
https://github.com/asyml/texar/commit/297047cae73728e5f391b558b64aaa94e2a5c323,Pull Up Method,"Location: texar/data/data/text_data_base.py
The method ""_shuffle_dataset"" of the class ""TextDataBase""in the file ""texar/data/data/text_data_base.py""is pulled up to the class ""DataBase""in the file ""texar/data/data/data_base.py""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/348fe606caf81291f9122e3d0cd68868009e181d,Add Parameter,"Location: texar/agents/agent_base.py/AgentBase
The parameter(s) ""actions,state_shape"" in the class ""AgentBase""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/348fe606caf81291f9122e3d0cd68868009e181d,Change/Rename Parameter,"Location: texar/agents/agent_base.py/AgentBase
The parameter(s) ""action"" of the method ""perceive"" in the class ""AgentBase"" is/are changed/renamed to ""action_id""",PyRef,TP,
https://github.com/asyml/texar/commit/39ce9959f9219487dadf5d6d6b585970bfea9996,Add Parameter,"Location: texar/models/tsf/tsf_classifier.py/TSFClassifier
The parameter(s) ""rho_r"" in the class ""TSFClassifier""is/are added to the method ""eval_step""",PyRef,CTP,"Conditional true positive: parameter got split, thus one parameter is added. As split parameter is not supported yet, we consider it as CTP"
https://github.com/asyml/texar/commit/39ce9959f9219487dadf5d6d6b585970bfea9996,Remove Parameter,"Location: texar/models/tsf/tsf_classifier.py/TSFClassifier
The parameter(s) ""rho_r"" is/are removed from the method ""train_d_step"" in the class ""TSFClassifier""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/39ce9959f9219487dadf5d6d6b585970bfea9996,Rename Method,"Location: texar/models/tsf/tsf_classifier.py/TSFClassifier
The method ""train_g_step"" in the class ""TSFClassifier"" is renamed to ""train_ae_step""",PyRef,FP,
https://github.com/asyml/texar/commit/39ce9959f9219487dadf5d6d6b585970bfea9996,Add Parameter,"Location: texar/models/tsf/tsf_classifier.py/TSFClassifier
The parameter(s) ""rho_r"" in the class ""TSFClassifier""is/are added to the method ""train_g_step""",PyRef,FP,
https://github.com/asyml/texar/commit/39ce9959f9219487dadf5d6d6b585970bfea9996,Rename Method,"Location: texar/models/tsf/tsf_classifier.py/TSFClassifier
The method ""train_ae_step"" in the class ""TSFClassifier"" is renamed to ""train_g_step""",PyRef,FP,
https://github.com/asyml/texar/commit/39ce9959f9219487dadf5d6d6b585970bfea9996,Add Parameter,"Location: texar/models/tsf/tsf_classifier.py/TSFClassifier
The parameter(s) ""rho_r"" in the class ""TSFClassifier""is/are added to the method ""train_ae_step""",PyRef,FP,
https://github.com/asyml/texar/commit/3d93e8bf15bb7f6f2e9b4b36c290e9c3490ce796,Add Parameter,"Location: texar/models/tsf/tsf_classifier_att_lm_rec.py/TSFClassifierAttLMRec
The parameter(s) ""rho_lm,rho_rec"" in the class ""TSFClassifierAttLMRec""is/are added to the method ""eval_step""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/406f63d3c86d9f81931da80c7e0595518b42132f,Rename Method,"Location: txtgen/modules/module_base.py/ModuleBase
The method ""variables"" in the class ""ModuleBase"" is renamed to ""trainable_variables""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/41ba77ab8f310473ccc1b8b1c8845e43d74fd12e,Add Parameter,"Location: texar/models/tsf/attention.py/AttentionLayer
The parameter(s) ""mask"" in the class ""AttentionLayer""is/are added to the method ""call""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/41ba77ab8f310473ccc1b8b1c8845e43d74fd12e,Add Parameter,"Location: texar/models/tsf/attention_decoder.py/AttentionDecoder
The parameter(s) ""mask"" in the class ""AttentionDecoder""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/42efaa53edce9b84a98fef1fce24502e6d2ba941,Add Parameter,"Location: texar/core/layers.py
The parameter(s) ""subscope""is/are added to the method ""get_embedding""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/49d7dd085555a2335c4a3d639b639f5e39637971,Change/Rename Parameter,"Location: txtgen/modules/connectors/connector_base.py/ConnectorBase
The parameter(s) ""decoder_state_size"" of the method ""__init__"" in the class ""ConnectorBase"" is/are changed/renamed to ""output_size""",PyRef,TP,
https://github.com/asyml/texar/commit/49d7dd085555a2335c4a3d639b639f5e39637971,Change/Rename Parameter,"Location: txtgen/modules/connectors/connectors.py/ReparameterizedStochasticConnector
The parameter(s) ""decoder_state_size"" of the method ""__init__"" in the class ""ReparameterizedStochasticConnector"" is/are changed/renamed to ""output_size""",PyRef,TP,
https://github.com/asyml/texar/commit/632596ae718297a6c36bf87c8303298d672fd851,Extract Method,"Location: texar/utils/utils.py
The method ""is_train_mode"" is extracted from the method ""switch_dropout""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/6426fc937946517f208e0b8525d7f85afb952cef,Add Parameter,"Location: texar/modules/decoders/rnn_decoders.py/AttentionRNNDecoder
The parameter(s) ""output_layer"" in the class ""AttentionRNNDecoder""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/6426fc937946517f208e0b8525d7f85afb952cef,Pull Up Method,"Location: texar/modules/decoders/rnn_decoders.py
The method ""_rnn_output_size"" of the class ""BasicRNNDecoder""in the file ""texar/modules/decoders/rnn_decoders.py""is pulled up to the class ""RNNDecoderBase""in the file ""texar/modules/decoders/rnn_decoder_base.py""",PyRef,TP,
https://github.com/asyml/texar/commit/6753612fae020893134e643e8c5fecaef059a964,Rename Method,"Location: texar/core/utils.py
The method ""sequence_embedding_soft_mix"" is renamed to ""soft_sequence_embedding""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Add Parameter,"Location: texar/data/data/multi_aligned_data_test.py/MultiAlignedDataTest
The parameter(s) ""discard_did"" in the class ""MultiAlignedDataTest""is/are added to the method ""_run_and_test""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Add Parameter,"Location: texar/data/data/paired_text_data_test.py/PairedTextDataTest
The parameter(s) ""discard_src"" in the class ""PairedTextDataTest""is/are added to the method ""_run_and_test""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package maybe_tuple(data Any) : void from class org.texar.data.data.data_utils.PyDummyClass2 to package maybe_tuple(data Any) : void from class org.texar.data.data.data_utils.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package make_partial(fn Any) : void from class org.texar.data.data.data_utils.PyDummyClass2 to package make_partial(fn Any) : void from class org.texar.data.data.data_utils.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package name_prefix_fn(name_prefix Any) : void from class org.texar.data.data.data_utils.PyDummyClass2 to package name_prefix_fn(name_prefix Any) : void from class org.texar.data.data.data_utils.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package make_chained_transformation(tran_fns Any) : void from class org.texar.data.data.data_utils.PyDummyClass2 to package make_chained_transformation(tran_fns Any) : void from class org.texar.data.data.data_utils.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package make_combined_transformation(tran_fns Any, name_prefix Any) : void from class org.texar.data.data.data_utils.PyDummyClass2 to package make_combined_transformation(tran_fns Any, name_prefix Any) : void from class org.texar.data.data.data_utils.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package random_shard_dataset(dataset_size Any, shard_size Any, seed Any) : void from class org.texar.data.data.data_utils.PyDummyClass2 to package random_shard_dataset(dataset_size Any, shard_size Any, seed Any) : void from class org.texar.data.data.data_utils.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Move Method,"Location: texar/data/data/data_utils.py
Move Method	package count_file_lines(filenames Any) : void from class org.texar.data.data.data_utils.PyDummyClass2 to package count_file_lines(filenames Any) : void from class org.texar.data.data.data_utils.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Rename Method,"Location: texar/data/data/mono_text_data.py/MonoTextData
The method ""_make_length_fn"" in the class ""MonoTextData"" is renamed to ""_make_bucket_length_fn""",PyRef,TP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Rename Method,"Location: texar/data/data/multi_aligned_data.py/MultiAlignedData
The method ""_make_length_fn"" in the class ""MultiAlignedData"" is renamed to ""_make_bucket_length_fn""",PyRef,TP,
https://github.com/asyml/texar/commit/6cb36d56d73901c2a8379ae7133a0add10f677d9,Rename Method,"Location: texar/data/data/paired_text_data.py/PairedTextData
The method ""_make_length_fn"" in the class ""PairedTextData"" is renamed to ""_make_bucket_length_fn""",PyRef,TP,
https://github.com/asyml/texar/commit/7d45b77b3f6d41a7e920afad6113b00c315b7cc8,Change/Rename Parameter,"Location: txtgen/losses/rl_lossess.py
The parameter(s) ""policy"" of the method ""reinforce_loss_with_MCtree"" is/are changed/renamed to ""sample_fn""",PyRef,TP,
https://github.com/asyml/texar/commit/7d45b77b3f6d41a7e920afad6113b00c315b7cc8,Change/Rename Parameter,"Location: txtgen/losses/rl_lossess.py
The parameter(s) ""policy"" of the method ""reinforce_loss_with_MCtree"" is/are changed/renamed to ""sample_fn""",PyRef,TP,
https://github.com/asyml/texar/commit/7fa43b2b41419d18632be582e3eda50413185415,Add Parameter,"Location: texar/losses/mle_losses.py
The parameter(s) ""dtype""is/are added to the method ""_mask_sequences""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/80e9e26deca028ef6b1b51c307b61bb305dc9b1c,Add Parameter,"Location: txtgen/data/embedding.py
The parameter(s) ""word_vecs""is/are added to the method ""load_word2vec""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/80e9e26deca028ef6b1b51c307b61bb305dc9b1c,Add Parameter,"Location: txtgen/data/embedding.py
Add Parameter	word_vecs : Any in method package load_word2vec(filename Any, vocab Any, word_vecs Any) : void from class org.txtgen.data.embedding.PyDummyClass1",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/80e9e26deca028ef6b1b51c307b61bb305dc9b1c,Add Parameter,"Location: txtgen/modules/encoders/rnn_encoders.py
Add Parameter	embedding : Any in method package __init__(self ForwardRNNEncoder, cell Any, embedding Any, embedding_trainable Any, vocab_size Any, hparams Any, name Any) : void from class org.txtgen.modules.encoders.rnn_encoders.ForwardRNNEncoder Add Parameter	embedding_trainable : Any in method package __init__(self ForwardRNNEncoder, cell Any, embedding Any, embedding_trainable Any, vocab_size Any, hparams Any, name Any) : void from class org.txtgen.modules.encoders.rnn_encoders.ForwardRNNEncoder
Add Parameter	vocab_size : Any in method package __init__(self ForwardRNNEncoder, cell Any, embedding Any, embedding_trainable Any, vocab_size Any, hparams Any, name Any) : void from class org.txtgen.modules.encoders.rnn_encoders.ForwardRNNEncoder",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/80e9e26deca028ef6b1b51c307b61bb305dc9b1c,Change/Rename Parameter,"Location: txtgen/core/utils.py
The parameter(s) ""args"" of the method ""get_instance"" is/are changed/renamed to ""kwargs""",PyRef,TP,
https://github.com/asyml/texar/commit/895b71719b3f1e2fadff01112a30f7ad4d52c17e,Add Parameter,"Location: examples/tsf/trainer_base.py/TrainerBase
The parameter(s) ""self"" in the class ""TrainerBase""is/are added to the method ""default_hparams""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/895b71719b3f1e2fadff01112a30f7ad4d52c17e,Add Parameter,"Location: examples/tsf/trainer_base.py
Add Parameter	self : TrainerBase in method package train(self TrainerBase) : void from class org.examples.tsf.trainer_base.TrainerBase",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/895b71719b3f1e2fadff01112a30f7ad4d52c17e,Move Method,"Location: examples/tsf/data_utils.py
The method ""load_data"" in the file ""examples/tsf/data_utils.py""is moved to the file ""examples/tsf/utils.py""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/895b71719b3f1e2fadff01112a30f7ad4d52c17e,Move Method,"Location: examples/tsf/data_utils.py
The method ""data_to_id"" in the file ""examples/tsf/data_utils.py""is moved to the file ""examples/tsf/utils.py""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/895b71719b3f1e2fadff01112a30f7ad4d52c17e,Move Method,"Location: examples/tsf/tsf_utils.py
The method ""makeup"" in the file ""examples/tsf/tsf_utils.py""is moved to the file ""examples/tsf/utils.py""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/895b71719b3f1e2fadff01112a30f7ad4d52c17e,Move Method,"Location: examples/tsf/tsf_utils.py
The method ""strip_eos"" in the file ""examples/tsf/tsf_utils.py""is moved to the file ""examples/tsf/utils.py""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/895b71719b3f1e2fadff01112a30f7ad4d52c17e,Move Method,"Location: examples/tsf/tsf_utils.py
The method ""logits2word"" in the file ""examples/tsf/tsf_utils.py""is moved to the file ""examples/tsf/utils.py""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/895b71719b3f1e2fadff01112a30f7ad4d52c17e,Move Method,"Location: examples/tsf/tsf_utils.py
The method ""write_sent"" in the file ""examples/tsf/tsf_utils.py""is moved to the file ""examples/tsf/utils.py""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/895b71719b3f1e2fadff01112a30f7ad4d52c17e,Move Method,"Location: examples/tsf/tsf_utils.py
The method ""reorder"" in the file ""examples/tsf/tsf_utils.py""is moved to the file ""examples/tsf/utils.py""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/956c005ec7eb252af12328c74d224f4770b5ac08,Add Parameter,"Location: texar/modules/encoders/conv1d_discriminator.py/CNN
The parameter(s) ""gamma"" in the class ""CNN""is/are added to the method ""_build""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/956c005ec7eb252af12328c74d224f4770b5ac08,Remove Parameter,"Location: texar/modules/encoders/conv1d_discriminator.py/CNN
The parameter(s) ""gamma"" is/are removed from the method ""__init__"" in the class ""CNN""",PyRef,TP,
https://github.com/asyml/texar/commit/9a80ea5944ab0b7911228d529ba7d0dad4443481,Add Parameter,"Location: examples/tsf/stats.py/TSFClassifierStats
The parameter(s) ""af,ar,as_,w_af,w_ar,w_as"" in the class ""TSFClassifierStats""is/are added to the method ""append""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/a4d5860e9255bf1bcf83f8a9956d2b0d8a162b9b,Add Parameter,"Location: texar/data/data/text_data_test.py/MonoTextDataTest
The parameter(s) ""length_inc"" in the class ""MonoTextDataTest""is/are added to the method ""_run_and_test""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/a4d5860e9255bf1bcf83f8a9956d2b0d8a162b9b,Pull Up Method,"Location: texar/data/data/mono_text_data.py
The method ""_shuffle_dataset"" of the class ""MonoTextData""in the file ""texar/data/data/mono_text_data.py""is pulled up to the class ""TextDataBase""in the file ""texar/data/data/text_data_base.py""",PyRef,TP,
https://github.com/asyml/texar/commit/a4d5860e9255bf1bcf83f8a9956d2b0d8a162b9b,Pull Up Method,"Location: texar/data/data/mono_text_data.py
The method ""_make_batch"" of the class ""MonoTextData""in the file ""texar/data/data/mono_text_data.py""is pulled up to the class ""TextDataBase""in the file ""texar/data/data/text_data_base.py""",PyRef,TP,
https://github.com/asyml/texar/commit/a4d5860e9255bf1bcf83f8a9956d2b0d8a162b9b,Rename Method,"Location: texar/data/data/mono_text_data.py/MonoTextData
The method ""_perform_other_transformations"" in the class ""MonoTextData"" is renamed to ""_process_dataset""",PyRef,FP,
https://github.com/asyml/texar/commit/a4d5860e9255bf1bcf83f8a9956d2b0d8a162b9b,Remove Parameter,"Location: texar/data/data/mono_text_data.py/MonoTextData
The parameter(s) ""length_inc"" is/are removed from the method ""_perform_other_transformations"" in the class ""MonoTextData""",PyRef,TP,
https://github.com/asyml/texar/commit/a4d5860e9255bf1bcf83f8a9956d2b0d8a162b9b,Change/Rename Parameter,"Location: texar/data/data/text_data_test.py/MonoTextDataTest
The parameter(s) ""data"" of the method ""_transform"" in the class ""MonoTextDataTest"" is/are changed/renamed to ""text_data""",PyRef,TP,
https://github.com/asyml/texar/commit/a91b6d5f249e4307c079642d9d369116fb3c62d6,Add Parameter,"Location: texar/models/tsf/tsf_classifier_lm_rec_adv.py/TSFClassifierLMRecAdv
The parameter(s) ""gamma"" in the class ""TSFClassifierLMRecAdv""is/are added to the method ""train_d1_step""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/a91b6d5f249e4307c079642d9d369116fb3c62d6,Add Parameter,"Location: texar/models/tsf/tsf_classifier_lm_rec_adv.py/TSFClassifierLMRecAdv
The parameter(s) ""gamma"" in the class ""TSFClassifierLMRecAdv""is/are added to the method ""train_d1_step""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/a91b6d5f249e4307c079642d9d369116fb3c62d6,Add Parameter,"Location: texar/modules/decoders/rnn_decoder_helpers.py/SoftmaxEmbeddingHelper
The parameter(s) ""use_finish"" in the class ""SoftmaxEmbeddingHelper""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/a91b6d5f249e4307c079642d9d369116fb3c62d6,Add Parameter,"Location: texar/modules/decoders/rnn_decoder_helpers.py/GumbelSoftmaxEmbeddingHelper
The parameter(s) ""use_finish"" in the class ""GumbelSoftmaxEmbeddingHelper""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/abd6d92ad49f371e7b2ab333346d3f1be1105b3a,Add Parameter,"Location: texar/models/tsf/tsf_classifier_att_lm_rec_adv.py/TSFClassifierAttLMRecAdv
The parameter(s) ""gamma"" in the class ""TSFClassifierAttLMRecAdv""is/are added to the method ""train_d1_step""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/abd6d92ad49f371e7b2ab333346d3f1be1105b3a,Add Parameter,"Location: texar/models/tsf/tsf_classifier_att_lm_rec_adv.py/TSFClassifierAttLMRecAdv
The parameter(s) ""gamma"" in the class ""TSFClassifierAttLMRecAdv""is/are added to the method ""train_d1_step""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/ac7f531d0f18592c7c6c673b2f0551222a742ea4,Move Method,"Location: texar/core/explorations.py
Move Method	package default_hparams() : void from class org.texar.core.explorations.EpsilonDecayExploration to package default_hparams() : void from class org.texar.core.explorations.EpsilonLinearDecayExploration",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/ac7f531d0f18592c7c6c673b2f0551222a742ea4,Rename Method,"Location: texar/modules/q_nets/q_nets.py/NatureQNet
The method ""update_target"" in the class ""NatureQNet"" is renamed to ""copy_qnet_to_target""",PyRef,TP,
https://github.com/asyml/texar/commit/ac7f531d0f18592c7c6c673b2f0551222a742ea4,Rename Method,"Location: texar/core/explorations.py/ExplorationBase
The method """" in the class ""ExplorationBase"" is renamed to """"",PyRef,FP,
https://github.com/asyml/texar/commit/ac7f531d0f18592c7c6c673b2f0551222a742ea4,Add Parameter,"Location: texar/core/explorations.py/ExplorationBase
The parameter(s) ""timestep"" in the class ""ExplorationBase""is/are added to the method """"","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/ae790882194a6ebe252717d6d78f79d6951d8fca,Add Parameter,"Location: txtgen/modules/encoders/rnn_encoders.py/ForwardRNNEncoder
The parameter(s) ""sequence_length,initial_state"" in the class ""ForwardRNNEncoder""is/are added to the method ""_build""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/b3342000e26b993d7cdc47403fabf18d6b23d5b1,Add Parameter,"Location: texar/models/tsf/attention.py/AttentionLayer
The parameter(s) ""mask"" in the class ""AttentionLayer""is/are added to the method ""__call__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/b3c391228e6132419735febb397f31089458240d,Move Method,"Location: texar/core/layers.py
Move Method	package get_layer(hparams Any) : void from class org.texar.core.layers.PyDummyClass2 to package get_layer(hparams Any) : void from class org.texar.core.layers.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/b3c391228e6132419735febb397f31089458240d,Move Method,"Location: texar/core/layers_test.py
Move Method	package test_get_embedding(self GetRNNCellTest) : void from class org.texar.core.layers_test.GetRNNCellTest to package test_get_embedding(self GetEmbeddingTest) : void from class org.texar.core.layers_test.GetEmbeddingTest",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/b3c391228e6132419735febb397f31089458240d,Move Method,"Location: texar/core/layers_test.py
Move Method	package test_get_layer(self GetRNNCellTest) : void from class org.texar.core.layers_test.GetRNNCellTest to package test_get_layer(self GetLayerTest) : void from class org.texar.core.layers_test.GetLayerTest",Python-adapted RMiner,TP,
https://github.com/asyml/texar/commit/b3c391228e6132419735febb397f31089458240d,Rename Method,"Location: texar/core/layers.py
The method ""_default_regularizer_hparams"" is renamed to ""default_regularizer_hparams""",PyRef,TP,
https://github.com/asyml/texar/commit/bd07ec80a7e7a59623583863c92f3598fc33de8a,Add Parameter,"Location: txtgen/core/layers.py
The parameter(s) ""num_units""is/are added to the method ""multihead_attention""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/bd07ec80a7e7a59623583863c92f3598fc33de8a,Add Parameter,"Location: txtgen/core/layers.py
The parameter(s) ""num_units""is/are added to the method ""sinusoid_positional_encoding""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/c62983c0b1c28757f02cf99a10fbf27f37492b93,Change/Rename Parameter,"Location: txtgen/models/tsf/ops.py
The parameter(s) ""h"" of the method ""rnn_decode"" is/are changed/renamed to ""state""",PyRef,TP,
https://github.com/asyml/texar/commit/c7dc812ea30ff28db0667ecdca11705a5b268758,Remove Parameter,"Location: txtgen/core/layers.py
The parameter(s) ""num_units"" is/are removed from the method ""multihead_attention""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/c7dc812ea30ff28db0667ecdca11705a5b268758,Rename Method,"Location: txtgen/core/layers.py
The method ""sinuoid_positional_encoding"" is renamed to ""sinusoid_positional_encoding""",PyRef,TP,
https://github.com/asyml/texar/commit/c8523b2dc735a1b82ca6170e6ca349defe9f77fc,Add Parameter,"Location: txtgen/core/layers.py
The parameter(s) ""max_time""is/are added to the method ""sinusoid_positional_encoding""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/c8523b2dc735a1b82ca6170e6ca349defe9f77fc,Remove Parameter,"Location: txtgen/core/layers.py
The parameter(s) ""max_time"" is/are removed from the method ""multihead_attention""",PyRef,TP,
https://github.com/asyml/texar/commit/caca2348bd54ec25d71ee05fd2a58e12db39f2e4,Add Parameter,"Location: texar/modules/decoders/rnn_decoder_base.py/RNNDecoderBase
The parameter(s) ""cell_dropout_mode"" in the class ""RNNDecoderBase""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/caca2348bd54ec25d71ee05fd2a58e12db39f2e4,Add Parameter,"Location: texar/modules/decoders/rnn_decoders.py/BasicRNNDecoder
The parameter(s) ""cell_dropout_mode"" in the class ""BasicRNNDecoder""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/caca2348bd54ec25d71ee05fd2a58e12db39f2e4,Add Parameter,"Location: texar/modules/decoders/rnn_decoders.py/AttentionRNNDecoder
The parameter(s) ""cell_dropout_mode"" in the class ""AttentionRNNDecoder""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/caca2348bd54ec25d71ee05fd2a58e12db39f2e4,Add Parameter,"Location: texar/modules/encoders/rnn_encoders.py/UnidirectionalRNNEncoder
The parameter(s) ""cell_dropout_mode"" in the class ""UnidirectionalRNNEncoder""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/caca2348bd54ec25d71ee05fd2a58e12db39f2e4,Add Parameter,"Location: texar/modules/encoders/rnn_encoders.py/BidirectionalRNNEncoder
The parameter(s) ""cell_dropout_mode"" in the class ""BidirectionalRNNEncoder""is/are added to the method ""__init__""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/cc4a397586c6dc8c2de95773572bf3ab318a8371,Add Parameter,"Location: texar/core/layers.py
The parameter(s) ""mode""is/are added to the method ""get_rnn_cell""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/cc4a397586c6dc8c2de95773572bf3ab318a8371,Extract Method,"Location: texar/context.py
Extract Method	package global_mode() : void extracted from package is_train() : void in class org.texar.context.PyDummyClass1",Python-adapted RMiner,FP,
https://github.com/asyml/texar/commit/cc4a397586c6dc8c2de95773572bf3ab318a8371,Rename Method,"Location: texar/context.py
The method ""is_train"" is renamed to ""global_mode""",PyRef,TP,
https://github.com/asyml/texar/commit/cfad7345b8d6f62dab5426444eb5d3b3800509ae,Move Method,"Location: texar/data/data/dataset_utils.py
The method ""count_file_lines"" in the file ""texar/data/data/dataset_utils.py""is moved to the file ""texar/data/data_utils.py""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/cfad7345b8d6f62dab5426444eb5d3b3800509ae,Move Method,"Location: texar/data/data/dataset_utils.py
The method ""_count_lines"" in the file ""texar/data/data/dataset_utils.py""is moved to the file ""texar/data/data_utils.py""",PyRef,TP,
https://github.com/asyml/texar/commit/cfad7345b8d6f62dab5426444eb5d3b3800509ae,Move Method,"Location: tools/make_vocab.py
The method ""make_vocab"" in the file ""tools/make_vocab.py""is moved to the file ""texar/data/data_utils.py""",PyRef,FP,
https://github.com/asyml/texar/commit/d8603e6f27585fc828e7ea1cafbdb829523b291b,Rename Method,"Location: texar/core/replay_memories.py/ReplayMemoryBase
The method ""push"" in the class ""ReplayMemoryBase"" is renamed to ""add""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/d8603e6f27585fc828e7ea1cafbdb829523b291b,Rename Method,"Location: texar/core/replay_memories.py/DequeReplayMemory
The method ""push"" in the class ""DequeReplayMemory"" is renamed to ""add""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/d8603e6f27585fc828e7ea1cafbdb829523b291b,Rename Method,"Location: texar/core/replay_memories.py/DequeReplayMemory
The method ""sample"" in the class ""DequeReplayMemory"" is renamed to ""get""","PyRef,Python-adapted RMiner",TP,
https://github.com/asyml/texar/commit/d8603e6f27585fc828e7ea1cafbdb829523b291b,Rename Method,"Location: texar/core/replay_memories.py
Rename Method	package sample(self ReplayMemoryBase, size Any) : void renamed to package get(self ReplayMemoryBase, size Any) : void in class org.texar.core.replay_memories.ReplayMemoryBase",Python-adapted RMiner,TP,
